"Begin Time - hh:mm:ss.ms","CommentsIL","DimensionIL","Dimension","HandshapeIL","Handshape","File",
00:09:00.813,,,"vert",,"flat H","bi6_1t_AG_PC_IL.eaf"
00:05:47.060,,"vert","vert","flat H","flat H","bi6_2s_PC_IL.eaf"
00:00:59.040,,,"vert",,"flat H","bi6_2s_PC_IL.eaf"
00:01:19.260,,,"vert",,"flat H","bi6_2s_PC_IL.eaf"
00:01:41.530,,,"vert",,"flat H","bi6_2s_PC_IL.eaf"
00:02:25.040,,,"none",,"open","bi6_2s_PC_IL.eaf"
00:04:45.400,,,"vert",,"flat H","bi6_2s_PC_IL.eaf"
00:05:10.650,,,"vert",,"flat H","bi6_2s_PC_IL.eaf"
00:06:08.085,,,"vert",,"flat H","bi6_2s_PC_IL.eaf"
00:06:09.840,,,"vert",,"flat H","bi6_2s_PC_IL.eaf"
00:07:34.030,,,"none",,"other","bi6_2s_PC_IL.eaf"
00:07:41.830,,,"vert",,"flat H","bi6_2s_PC_IL.eaf"
00:01:16.000,,"size","vert","wide grip","open","bi7_1s_PC_IL.eaf"
00:05:55.570,,"size","none","narrow grip","narrow grip","bi7_1s_PC_IL.eaf"
00:01:24.200,,,"vert",,"open","bi7_1s_PC_IL.eaf"
00:02:21.540,,,"vert",,"flat H","bi7_1s_PC_IL.eaf"
00:05:22.550,,,"vert",,"open","bi7_1s_PC_IL.eaf"
00:06:49.330,,,"vert",,"flat H","bi7_1s_PC_IL.eaf"
00:08:37.420,,,"none",,"open","bi7_1s_PC_IL.eaf"
00:08:52.980,,,"none",,"open","bi7_1s_PC_IL.eaf"
00:09:59.782,,,"none",,"other","bi7_1s_PC_IL.eaf"
00:10:05.105,,,"none",,"open","bi7_1s_PC_IL.eaf"
00:11:40.210,,,"size",,"open","bi7_1s_PC_IL.eaf"
00:13:36.755,,,"none",,"open","bi7_1s_PC_IL.eaf"
00:01:01.804,,"vert","vert","flat H","flat H","bi8_1t_AG_PC_IL.eaf"
00:04:04.797,,"vert","vert","flat H","flat H","bi8_1t_AG_PC_IL.eaf"
00:01:54.829,,,"vert",,"flat H","bi8_1t_AG_PC_IL.eaf"
00:02:49.522,,,"vert",,"flat H","bi8_1t_AG_PC_IL.eaf"
00:03:19.358,,,"none",,"other","bi8_1t_AG_PC_IL.eaf"
00:04:49.779,,,"none",,"narrow grip","bi8_1t_AG_PC_IL.eaf"
00:04:52.317,,,"none",,"narrow grip","bi8_1t_AG_PC_IL.eaf"
00:08:15.040,,,"none",,"narrow grip","bi8_1t_AG_PC_IL.eaf"
00:08:56.045,,,"vert",,"flat H","bi8_1t_AG_PC_IL.eaf"
00:10:46.737,,,"vert",,"narrow grip","bi8_1t_AG_PC_IL.eaf"
00:10:51.125,,,"vert",,"narrow grip","bi8_1t_AG_PC_IL.eaf"
00:12:03.690,,,"vert",,"open","bi8_1t_AG_PC_IL.eaf"
00:12:48.686,,,"none",,"narrow grip","bi8_1t_AG_PC_IL.eaf"
00:01:48.270,,"none","none","other","none","bi8_2s_PC_IL.eaf"
00:00:39.100,,,"none",,"open","bi8_2s_PC_IL.eaf"
00:02:40.820,,,"none",,"other","bi8_2s_PC_IL.eaf"
00:09:07.810,,,"none",,"flat H","bi8_2s_PC_IL.eaf"
00:10:43.830,,,"none",,"flat H","bi8_2s_PC_IL.eaf"
00:06:25.760,,"none","none","neutral grip","none","bi9_1s_PC_IL.eaf"
00:02:11.360,,,"none",,"open","bi9_1s_PC_IL.eaf"
00:03:13.160,,,"none",,"open","bi9_1s_PC_IL.eaf"
00:04:09.140,,,"none",,"open","bi9_1s_PC_IL.eaf"
00:04:12.170,,,"vert",,"open","bi9_1s_PC_IL.eaf"
00:05:44.060,,,"none",,"other","bi9_1s_PC_IL.eaf"
00:06:17.840,,,"none",,"open","bi9_1s_PC_IL.eaf"
00:07:17.920,,,"none",,"open","bi9_1s_PC_IL.eaf"
00:08:06.570,,,"none",,"open","bi9_1s_PC_IL.eaf"
00:14:53.980,,,"none",,"open","bi9_1s_PC_IL.eaf"
00:00:36.470,,"none","vert","other","open","bi9_2t_AG_PC_IL.eaf"
00:01:26.828,,"none",,"narrow grip",,"bi9_2t_AG_PC_IL.eaf"
00:11:27.176,,"none",,"other",,"bi9_2t_AG_PC_IL.eaf"
00:01:26.829,,"none","none","narrow grip","narrow grip","bi9_2t_AG_PC_IL.eaf"
00:02:21.298,,,"none",,"open","bi9_2t_AG_PC_IL.eaf"
00:03:12.026,,,"none",,"neutral grip","bi9_2t_AG_PC_IL.eaf"
00:06:06.775,,,"none",,"open","bi9_2t_AG_PC_IL.eaf"
00:08:51.602,,,"vert",,"open","bi9_2t_AG_PC_IL.eaf"
00:08:58.379,,,"none",,"open","bi9_2t_AG_PC_IL.eaf"
00:10:03.340,,,"none",,"neutral grip","bi9_2t_AG_PC_IL.eaf"
00:10:32.391,,,"none",,"open","bi9_2t_AG_PC_IL.eaf"
00:10:34.902,,,"none",,"open","bi9_2t_AG_PC_IL.eaf"
00:11:27.178,,"none","none","other","open","bi9_2t_AG_PC_IL.eaf"
00:13:00.132,,,"none",,"open","bi9_2t_AG_PC_IL.eaf"
00:13:35.489,,,"vert",,"open","bi9_2t_AG_PC_IL.eaf"
