File;Time;Language;Order;Trial;Part;Words;Metaphor;Gesture;Dimension;Handshape;N Hands;Comment;Speech;Grammar;General comments
bi13_2t_AG_PC.eaf;00:09:15.638;;;9;2;ince;Thickness;1;none;other;1;;Gencin ki biraz daha sey, ince;;
bi13_2t_AG_PC.eaf;00:11:03.632;;;;;;;;;;;"Confederate asks participant to explain what he meant by ""a difference in shrillness"", so you might not want to include the parts I have noted after this";;;
bi13_2t_AG_PC.eaf;00:11:06.841;;;10;;;;;;;;;;;
bi13_2t_AG_PC.eaf;00:11:07.280;;;10;1;;;;;;;;Olgun olanin sesi biraz daha kalinca gibi geliyor;;
bi13_2t_AG_PC.eaf;00:11:09.019;;;10;1;kalinca;;1;none;wide grip;1;;Olgun olanin sesi biraz daha kalinca gibi geliyor;kalinca = thickish;
bi13_2t_AG_PC.eaf;00:11:11.859;;;10;2;;;;;;;;Olmayanin biraz daha ince;;
bi13_2t_AG_PC.eaf;00:11:14.623;;;10;2;ince;Thickness;1;none;wide grip;1;;Olmayanin biraz daha ince;;
bi13_2t_AG_PC.eaf;00:11:59.490;;;11;1;;;;;;;;Erkek sesi, biraz kalinca;;
bi13_2t_AG_PC.eaf;00:12:02.004;;;;;kalinca;Thickness;1;none;none;1;;;kalinca = thickish;
bi13_2t_AG_PC.eaf;00:13:05.200;;;;;;;;;;;Nothinh in trial 12;;;
bi13_2t_AG_PC.eaf;00:15:00.600;;;13;;;;;;;;;;;
bi13_2t_AG_PC.eaf;00:15:01.078;;;13;1;;;;;;;;Erkegin ki biraz daha kalin;;
bi13_2t_AG_PC.eaf;00:15:02.255;;;13;1;kalin;Thickness;1;none;wide grip;1;gesture slightly after;Erkegin ki biraz daha kalin;;
bi13_2t_AG_PC.eaf;00:15:02.691;;;13;2;;;;;;;;Kadinin ki biraz ince;;
bi13_2t_AG_PC.eaf;00:15:03.762;;;13;2;ince;Thickness;1;none;neutral grip;1;;Kadinin ki biraz ince;;
bi13_2t_AG_PC.eaf;00:17:09.409;;;15;1;;;;;;;;Ikinci seste asari yukari ayni, erkek versiyonu, daha böyle kalinlastirilmis bir bastant...;;
bi13_2t_AG_PC.eaf;00:17:14.272;;;15;1;kalinlastirilmis;Thickness;1;none;wide grip;1;;Ikinci seste asari yukari ayni, erkek versiyonu, daha böyle kalinlastirilmis bir bastant...;kalinlastirilmis = thickened + reported past tense;
bi14_1t_AG_PC.eaf;00:00:27.400;;;1;;;;;;;;;;;clear thickness gestures
bi14_1t_AG_PC.eaf;00:00:28.284;;;1;1;;Height;;;;;;Yani yuksek bir tonda bir ses;;clear thickness gestures
bi14_1t_AG_PC.eaf;00:00:28.453;;;1;1;yuksek;Height;1;vert;open;1;;Yani yuksek bir tonda bir ses;;clear thickness gestures
bi14_1t_AG_PC.eaf;00:01:25.152;;;1;2;;Thickness;;;;;;Biri daha böyle ince bir ses;;clear thickness gestures
bi14_1t_AG_PC.eaf;00:01:27.348;;;1;2;ince;Thickness;1;size;open;2;;Biri daha böyle ince bir ses;;clear thickness gestures
bi14_1t_AG_PC.eaf;00:01:29.013;;;1;3;;Thickness;;;;;;Digeri daha kalin gibi;;clear thickness gestures
bi14_1t_AG_PC.eaf;00:01:29.680;;;1;3;kalin;Thickness;1;none;other;2;;Digeri daha kalin gibi;;clear thickness gestures
bi14_1t_AG_PC.eaf;00:01:58.098;;;2;1;;Thickness;;;;;;Ikincisi daha ince. Birincisi, pardon, daha ince digerinden;;
bi14_1t_AG_PC.eaf;00:01:58.996;;;2;1;ince;Thickness;1;none;narrow grip;1;;Ikincisi daha ince. Birincisi, pardon, daha ince digerinden;;
bi14_1t_AG_PC.eaf;00:02:02.104;;;2;1;ince;Thickness;1;vert;flat H;1;;Ikincisi daha ince. Birincisi, pardon, daha ince digerinden;;
bi14_1t_AG_PC.eaf;00:03:01.454;;;3;1;;;;;;;;Birincisi kadin sesiydi, ince;;
bi14_1t_AG_PC.eaf;00:03:02.841;;;3;1;ince;Thickness;1;none;open;1;;Birincisi kadin sesiydi, ince;;
bi14_1t_AG_PC.eaf;00:03:51.261;;;4;1;;;;;;;;Ikinci ses daha ince bir ses;;
bi14_1t_AG_PC.eaf;00:03:52.790;;;4;1;ince;Thickness;1;none;narrow grip;1;;Ikinci ses daha ince bir ses;;
bi14_1t_AG_PC.eaf;00:04:23.855;;;5;1;;;;;;;;Digeri kadin sesi gibi daha ince;;
bi14_1t_AG_PC.eaf;00:04:26.424;;;5;1;ince;Thickness;1;none;open;1;;Digeri kadin sesi gibi daha ince;;
bi14_1t_AG_PC.eaf;00:04:52.007;;;6;1;;;;;;;;Ikincisi daha inceydi;;
bi14_1t_AG_PC.eaf;00:04:52.955;;;6;1;inceydi;Thickness;0;;;;;Ikincisi daha inceydi;inceydi = thin + past tense;
bi14_1t_AG_PC.eaf;00:05:33.237;;;7;;;;;;;;;;;
bi14_1t_AG_PC.eaf;00:05:33.888;;;7;1;;;;;;;;Birinci ses cok ince;;
bi14_1t_AG_PC.eaf;00:05:34.886;;;7;1;ince;Thickness;1;none;narrow grip;2;;Birinci ses cok ince;;
bi14_1t_AG_PC.eaf;00:05:36.424;;;7;2;;;;;;;;Digeri de daha kalin ??? bir ses;;
bi14_1t_AG_PC.eaf;00:05:37.205;;;7;2;kalin;Thickness;1;none;wide grip;1;;Digeri de daha kalin ??? bir ses;;
bi14_1t_AG_PC.eaf;00:06:10.055;;;8;;;;;;;;;;;
bi14_1t_AG_PC.eaf;00:06:10.600;;;8;1;;;;;;;;Kalin ses ikiside;;
bi14_1t_AG_PC.eaf;00:06:10.606;;;8;1;kalin;Thickness;1;none;neutral grip;1;;Kalin ses ikiside;;
bi14_1t_AG_PC.eaf;00:06:29.962;;;8;2;;;;;;;;Ikinci ses daha gur gibi, daha kalin böyle;;
bi14_1t_AG_PC.eaf;00:06:32.259;;;8;2;kalin;Thickness;1;none;neutral grip;1;;Ikinci ses daha gur gibi, daha kalin böyle;;
bi14_1t_AG_PC.eaf;00:07:05.055;;;9;;;;;;;;;;;
bi14_1t_AG_PC.eaf;00:07:05.804;;;9;1;;;;;;;;Ikinci ses daha ince;;
bi14_1t_AG_PC.eaf;00:07:06.936;;;9;1;ince;Thickness;0;;;;;Ikinci ses daha ince;;
bi14_1t_AG_PC.eaf;00:07:08.031;;;9;2;;;;;;;;Birincisi de ondan daha gur, ama digerlerinden daha inceydi, ortada gibi bisey;;
bi14_1t_AG_PC.eaf;00:07:13.485;;;9;2;inceydi;Thickness;1;none;other;2;;Birincisi de ondan daha gur, ama digerlerinden daha inceydi, ortada gibi bisey;inceydi = thin + past tense;
bi14_1t_AG_PC.eaf;00:08:01.025;;;;;kalin;Thickness;0;;;;;;;
bi14_1t_AG_PC.eaf;00:08:01.027;;;10;1;;;;;;;;Kalin bir ses;;
bi14_1t_AG_PC.eaf;00:08:29.437;;;11;;;;;;;;;;;
bi14_1t_AG_PC.eaf;00:08:30.099;;;11;1;;;;;;;;Iki ince ses;;
bi14_1t_AG_PC.eaf;00:08:30.670;;;11;1;ince;Thickness;1;vert;none;1;;Iki ince ses;;
bi14_1t_AG_PC.eaf;00:08:46.362;;;11;2;;;;;;;;Birincisi daha ince;;
bi14_1t_AG_PC.eaf;00:08:47.620;;;11;2;ince;Thickness;0;;;;;Birincisi daha ince;;
bi14_1t_AG_PC.eaf;00:09:24.404;;;12;1;;;;;;;;Ikincisi daha kalin;;
bi14_1t_AG_PC.eaf;00:09:25.302;;;12;1;kalin;Thickness;1;none;neutral grip;1;;Ikincisi daha kalin;;
bi14_1t_AG_PC.eaf;00:10:12.030;;;13;1;;;;;;;;Ikincisi daha kalin;;
bi14_1t_AG_PC.eaf;00:10:12.955;;;13;1;kalin;Thickness;0;;;;;Ikincisi daha kalin;;
bi14_1t_AG_PC.eaf;00:11:11.151;;;14;;;;;;;;;;;
bi14_1t_AG_PC.eaf;00:11:11.433;;;14;1;;;;;;;;Birinci ses daha ince ;;
bi14_1t_AG_PC.eaf;00:11:12.554;;;14;1;ince;Thickness;0;;;;;Birinci ses daha ince ;;
bi14_1t_AG_PC.eaf;00:11:14.749;;;14;2;;;;;;;;Digeri daha kalindi;;
bi14_1t_AG_PC.eaf;00:11:15.332;;;14;2;kalindi;Thickness;0;;;;;Digeri daha kalindi;kalindi = thick + past tense;
bi14_1t_AG_PC.eaf;00:12:05.543;;;15;;;;;;;;;;;
bi14_1t_AG_PC.eaf;00:12:06.211;;;15;1;;;;;;;;Ikinci ses cok daha ince;;
bi14_1t_AG_PC.eaf;00:12:07.569;;;15;1;ince;Thickness;0;;;;;Ikinci ses cok daha ince;;
bi14_1t_AG_PC.eaf;00:12:10.050;;;15;;;;;;;;"The confederate asks ""how was the first sound?"" And the following part is an answer to this question. You might want to exclude. ";;;
bi14_1t_AG_PC.eaf;00:12:15.015;;;15;;kalindi;Thickness;0;;;;;;kalindi = thick + past tense;
bi14_1t_AG_PC.eaf;00:12:15.017;;;15;2;;;;;;;;Kalindi da o kadar kalin degildi;;
bi14_2s_PC.eaf;00:00:19.000;;;1;;;;;;;;;;;uses thickness, also in trial 8
bi14_2s_PC.eaf;00:00:31.520;;;1;1;tjokkare;Thickness;1;none;wide grip;1;;mer liksom tjokkare;;uses thickness, also in trial 8
bi14_2s_PC.eaf;00:02:10.200;;;2;;;;;;;;;;;
bi14_2s_PC.eaf;00:02:14.740;;;2;1;ljusa;Brightness;0;;;;;relativt ljusa;;
bi14_2s_PC.eaf;00:04:18.300;;;3;;;;;;;;;;;
bi14_2s_PC.eaf;00:05:11.700;;;4;;;;;;;;;;;
bi14_2s_PC.eaf;00:05:13.080;;;4;1;;Brightness;;;;;;den andra var mycket ljusare än den första;;
bi14_2s_PC.eaf;00:05:14.170;;;4;1;ljusare;Brightness;0;;;;;den andra var mycket ljusare än den första;;
bi14_2s_PC.eaf;00:05:48.900;;;4;2;;Thickness;;;;;;den första definitivt mycket tunnare än (  ) liksom;;
bi14_2s_PC.eaf;00:05:50.800;;;4;2;tunnare;Thickness;1;none;narrow grip;1;;den första definitivt mycket tunnare än (  ) liksom;;
bi14_2s_PC.eaf;00:06:23.500;;;5;;;;;;;;;;;
bi14_2s_PC.eaf;00:07:39.500;;;6;;;;;;;;;;;
bi14_2s_PC.eaf;00:07:40.520;;;6;1;;Brightness;;;;;;den andra var ljusare än den första;;
bi14_2s_PC.eaf;00:07:41.230;;;6;1;ljusare;Brightness;0;;;;;den andra var ljusare än den första;;
bi14_2s_PC.eaf;00:07:45.790;;;6;2;;Brightness;;;;;;båda var ( ) ljusa kvinnliga toner;;
bi14_2s_PC.eaf;00:07:46.605;;;6;2;ljusa;Brightness;1;none;neutral grip;2;;båda var ( ) ljusa kvinnliga toner;;
bi14_2s_PC.eaf;00:08:22.700;;;7;;;;;;;;;;;
bi14_2s_PC.eaf;00:08:23.820;;;7;1;;Brightness;;;;;;den första var ( ) ljusare än den andra;;
bi14_2s_PC.eaf;00:08:25.470;;;7;1;ljusare;Brightness;0;;;;;den första var ( ) ljusare än den andra;;
bi14_2s_PC.eaf;00:09:22.600;;;8;;;;;;;;;;;
bi14_2s_PC.eaf;00:09:23.440;;;8;1;;Brightness;;;;;;det var två ljusa röster;;
bi14_2s_PC.eaf;00:09:24.060;;;8;1;ljusa;Brightness;0;;;;;det var två ljusa röster;;
bi14_2s_PC.eaf;00:10:33.000;;;9;;;;;;;;;;;
bi14_2s_PC.eaf;00:10:33.700;;;9;1;;Brightness;;;;;;så andra rösten i ljudet var ljusare;;
bi14_2s_PC.eaf;00:10:36.510;;;9;1;ljusare;Brightness;0;;;;;så andra rösten i ljudet var ljusare;;
bi14_2s_PC.eaf;00:11:34.300;;;10;;;;;;;;;;;
bi14_2s_PC.eaf;00:11:34.790;;;10;1;;Brightness;;;;;;det var också andra var lite ljusare än den första;;
bi14_2s_PC.eaf;00:11:36.350;;;10;1;ljusare;Brightness;0;;;;;det var också andra var lite ljusare än den första;;
bi14_2s_PC.eaf;00:11:39.150;;;10;2;;Brightness;;;;;;mörkare liksom ( ) den första;;
bi14_2s_PC.eaf;00:11:39.160;;;10;2;mörkare;Brightness;0;;;;;mörkare liksom ( ) den första;;
bi14_2s_PC.eaf;00:12:13.300;;;11;;;;;;;;;;;
bi14_2s_PC.eaf;00:12:14.520;;;11;1;;Brightness;;;;;;första var ljusare;;
bi14_2s_PC.eaf;00:12:15.000;;;11;1;ljusare;Brightness;0;;;;;första var ljusare;;
bi14_2s_PC.eaf;00:12:24.700;;;11;2;;Brightness;;;;;;men den var i alla fall mörkare än den ljusa;;
bi14_2s_PC.eaf;00:12:25.500;;;11;2;mörkare;Brightness;0;;;;;men den var i alla fall mörkare än den ljusa;;
bi14_2s_PC.eaf;00:13:17.600;;;12;;;;;;;;;;;
bi14_2s_PC.eaf;00:13:19.620;;;12;1;;Brightness;;;;;;den första var mer ljus liksom;;
bi14_2s_PC.eaf;00:13:20.600;;;12;1;ljus;Brightness;0;;;;;den första var mer ljus liksom;;
bi14_2s_PC.eaf;00:13:22.270;;;12;2;;Brightness;;;;;;den andra mer mörk röst;;
bi14_2s_PC.eaf;00:13:22.640;;;12;2;mörk;Brightness;0;;;;;den andra mer mörk röst;;
bi14_2s_PC.eaf;00:13:50.600;;;13;;;;;;;;;;;
bi14_2s_PC.eaf;00:14:01.380;;;13;1;;Height;;;;;;den första mer den går mer uppåt liksom;;
bi14_2s_PC.eaf;00:14:02.580;;;13;1;uppåt;Height;1;vert;flat V;1;;den första mer den går mer uppåt liksom;;
bi14_2s_PC.eaf;00:14:03.690;;;13;2;;Brightness;;;;;;i det ljusa än den andra;;
bi14_2s_PC.eaf;00:14:04.190;;;13;2;andra;Brightness;1;none;narrow grip;1;;i det ljusa än den andra;;
bi14_2s_PC.eaf;00:15:05.600;;;14;;;;;;;;;;;
bi14_2s_PC.eaf;00:15:08.080;;;14;1;;Brightness;;;;;;andra var mycket ljusare röst;;
bi14_2s_PC.eaf;00:15:09.650;;;14;1;ljusare;Brightness;0;;;;;andra var mycket ljusare röst;;
bi14_2s_PC.eaf;00:16:24.600;;;15;;;;;;;;;;;
bi14_2s_PC.eaf;00:16:25.760;;;15;1;;Brightness;;;;;;andra var ljusare än den första;;
bi14_2s_PC.eaf;00:16:26.420;;;15;1;ljusare;Brightness;0;;;;;andra var ljusare än den första;;
bi15_1s_PC.eaf;00:00:21.800;;;1;;;;;;;;;;;
bi15_1s_PC.eaf;00:00:22.340;;;1;1;;Brightness;;;;;;det var eh väldigt ljusa kvinnliga röster;;
bi15_1s_PC.eaf;00:00:24.430;;;1;1;ljusa;Brightness;0;;;;;det var eh väldigt ljusa kvinnliga röster;;
bi15_1s_PC.eaf;00:00:31.760;;;1;2;;Brightness;;;;;;den första var lite ljusare än den andra;;
bi15_1s_PC.eaf;00:00:33.490;;;1;2;ljusare;Brightness;1;none;other;1;;den första var lite ljusare än den andra;;
bi15_1s_PC.eaf;00:01:09.800;;;2;;;;;;;;;;;
bi15_1s_PC.eaf;00:01:11.220;;;2;1;;;;;;;;det här var en mörk eller två mörka röster;;
bi15_1s_PC.eaf;00:01:12.790;;;2;1;mörka;Brightness;1;none;other;2;;det här var en mörk eller två mörka röster;;
bi15_1s_PC.eaf;00:01:50.200;;;3;;;;;;;;;;;
bi15_1s_PC.eaf;00:01:52.860;;;3;1;ljusa;Brightness;1;none;narrow grip;2;;ljusa;;
bi15_1s_PC.eaf;00:01:53.980;;;3;2;;Brightness;;;;;;den ena var ganska ljus;;
bi15_1s_PC.eaf;00:01:54.790;;;3;2;ljus;Brightness;1;none;open;1;;den ena var ganska ljus;;
bi15_1s_PC.eaf;00:01:56.920;;;3;3;;Brightness;;;;;;den andra var betydligt ljusare;;
bi15_1s_PC.eaf;00:01:57.710;;;3;3;ljusare;Brightness;1;none;open;1;;den andra var betydligt ljusare;;
bi15_1s_PC.eaf;00:02:19.000;;;4;;;;;;;;;;;
bi15_1s_PC.eaf;00:02:22.400;;;4;1;;Brightness;;;;;;den ena var ganska mörk;;
bi15_1s_PC.eaf;00:02:24.210;;;4;1;mörk;Brightness;1;size;open;1;hands not aligned, compare with next;den ena var ganska mörk;;
bi15_1s_PC.eaf;00:02:31.590;;;4;2;;Brightness;;;;;;ganska ljust för en manlig röst;;
bi15_1s_PC.eaf;00:02:31.640;;;4;2;ljust;Brightness;1;size;open;1;;ganska ljust för en manlig röst;;
bi15_1s_PC.eaf;00:02:57.900;;;5;;;;;;;;;;;
bi15_1s_PC.eaf;00:03:07.660;;;5;1;;Brightness;;;;;;den andra var en ganska ljus kvinnlig röst;;
bi15_1s_PC.eaf;00:03:09.090;;;5;1;ljus;Brightness;1;none;other;1;;den andra var en ganska ljus kvinnlig röst;;
bi15_1s_PC.eaf;00:03:33.500;;;6;;;;;;;;;;;
bi15_1s_PC.eaf;00:03:33.980;;;6;1;;Brightness;;;;;;det här var två mörka röster;;
bi15_1s_PC.eaf;00:03:35.110;;;6;1;mörka;Brightness;1;none;open;2;;det här var två mörka röster;;
bi15_1s_PC.eaf;00:03:43.115;;;6;2;;Brightness;;;;;;den ena var något mörkare än den andra;;
bi15_1s_PC.eaf;00:03:45.045;;;6;2;mörkare;Brightness;1;none;open;1;;den ena var något mörkare än den andra;;
bi15_1s_PC.eaf;00:04:13.060;;;7;;;;;;;;;;;
bi15_1s_PC.eaf;00:04:13.120;;;7;1;;Brightness;;;;;;här är det två ljusa röster;;
bi15_1s_PC.eaf;00:04:15.200;;;7;1;ljusa;Brightness;1;none;open;2;;här är det två ljusa röster;;
bi15_1s_PC.eaf;00:04:42.300;;;8;;;;;;;;;;;
bi15_1s_PC.eaf;00:04:42.430;;;8;1;;;;;;;;den första är en ganska mörk manlig röst;;
bi15_1s_PC.eaf;00:04:44.090;;;8;1;mörk;Brightness;1;size;open;2;;den första är en ganska mörk manlig röst;;
bi15_1s_PC.eaf;00:04:46.705;;;8;2;;Brightness;;;;;;och den andra är en ganska ljus kvinnlig röst;;
bi15_1s_PC.eaf;00:04:48.395;;;8;2;ljus;Brightness;1;size;open;2;;och den andra är en ganska ljus kvinnlig röst;;
bi15_1s_PC.eaf;00:05:13.400;;;9;;;;;;;;;;;
bi15_1s_PC.eaf;00:05:18.740;;;9;1;;Brightness;;;;;;väldigt ljus kvinnoröst;;
bi15_1s_PC.eaf;00:05:19.290;;;9;1;ljus;Brightness;1;vert;open;1;compare with next;väldigt ljus kvinnoröst;;
bi15_1s_PC.eaf;00:05:21.990;;;9;2;;Brightness;;;;;;den andra en ganska mörk;;
bi15_1s_PC.eaf;00:05:23.550;;;9;2;mörk;Brightness;1;vert;flat H;1;;den andra en ganska mörk;;
bi15_1s_PC.eaf;00:05:51.500;;;10;;;;;;;;;;;
bi15_1s_PC.eaf;00:05:55.580;;;10;1;ljusa;Brightness;1;none;open;2;;ljusa;;
bi15_1s_PC.eaf;00:06:01.980;;;10;2;;Brightness;;;;;;det första är något ljusare än det andra;;
bi15_1s_PC.eaf;00:06:03.370;;;10;2;ljusare;Brightness;1;none;open;2;;det första är något ljusare än det andra;;
bi15_1s_PC.eaf;00:06:04.480;;;10;2;andra;Brightness;1;none;open;2;;det första är något ljusare än det andra;;
bi15_1s_PC.eaf;00:07:12.250;;;11;;;;;;;;;;;
bi15_1s_PC.eaf;00:07:13.705;;;11;1;;Brightness;;;;;;det var mörka två manliga mörka röster;;
bi15_1s_PC.eaf;00:07:15.055;;;11;1;mörka;Brightness;1;none;open;2;;det var mörka två manliga mörka röster;;
bi15_1s_PC.eaf;00:07:40.900;;;11;2;;Brightness;;;;;;den andra är något mörkare än den första;;
bi15_1s_PC.eaf;00:07:43.710;;;11;2;mörkare;Brightness;1;none;flat H;1;;den andra är något mörkare än den första;;
bi15_1s_PC.eaf;00:07:45.430;;;11;2;första;Brightness;1;none;point;1;;den andra är något mörkare än den första;;
bi15_1s_PC.eaf;00:07:58.750;;;12;;;;;;;;;;;
bi15_1s_PC.eaf;00:08:10.460;;;12;1;;Brightness;;;;;;och den andra är en ganska ljus kvinnlig röst;;
bi15_1s_PC.eaf;00:08:11.580;;;12;1;ljus;Brightness;1;vert;flat H;1;;och den andra är en ganska ljus kvinnlig röst;;
bi15_1s_PC.eaf;00:08:18.940;;;12;2;;Brightness;;;;;;utan den är mer åt det ljusa hållet;;
bi15_1s_PC.eaf;00:08:19.840;;;12;2;ljusa;Brightness;1;none;open;1;;utan den är mer åt det ljusa hållet;;
bi15_1s_PC.eaf;00:08:34.150;;;13;;;;;;;;;;;
bi15_1s_PC.eaf;00:08:40.650;;;13;1;;Brightness;;;;;;lite mörkare än den andra;;
bi15_1s_PC.eaf;00:08:41.270;;;13;1;mörkare;Brightness;1;vert;open;2;;lite mörkare än den andra;;
bi15_1s_PC.eaf;00:08:42.580;;;13;1;andra;Brightness;1;none;open;2;;lite mörkare än den andra;;
bi15_1s_PC.eaf;00:08:43.810;;;13;2;;Other;;;;;;den första har lite starkare röst;strength;
bi15_1s_PC.eaf;00:08:45.300;;;13;2;starkare;Other;1;none;wide grip;2;;den första har lite starkare röst;strength;
bi15_1s_PC.eaf;00:09:20.950;;;14;;;;;;;;;;;
bi15_1s_PC.eaf;00:09:21.710;;;14;1;;Brightness;;;;;;den första är en ganska mörk manlig röst;;
bi15_1s_PC.eaf;00:09:24.010;;;14;1;mörk;Brightness;0;;;;;den första är en ganska mörk manlig röst;;
bi15_1s_PC.eaf;00:09:29.460;;;14;2;;Brightness;;;;;;och den andra en ganska ljus kvinnlig röst;;
bi15_1s_PC.eaf;00:09:30.900;;;14;2;ljus;Brightness;0;;;;;och den andra en ganska ljus kvinnlig röst;;
bi15_1s_PC.eaf;00:09:59.750;;;15;;;;;;;;;;;
bi15_1s_PC.eaf;00:10:04.735;;;15;1;;Brightness;;;;;;mörk mörk röst;;
bi15_1s_PC.eaf;00:10:04.865;;;15;1;mörk;Brightness;1;vert;flat H;1;;mörk mörk röst;;
bi15_1s_PC.eaf;00:10:07.445;;;15;2;;Brightness;;;;;;och en väldig ljus kvinnlig röst;;
bi15_1s_PC.eaf;00:10:07.945;;;15;2;ljus;Brightness;1;vert;flat H;1;;och en väldig ljus kvinnlig röst;;
bi15_2t_AG_PC.eaf;00:00:20.000;;;1;;;;;;;;;;;
bi15_2t_AG_PC.eaf;00:00:20.641;;;1;1;;;;;;;;Ilk ses orta tonda;;
bi15_2t_AG_PC.eaf;00:00:25.340;;;1;2;;;;;;;;Ikinci ses bir kadin galiba, yuksek tonda söyluyor;;
bi15_2t_AG_PC.eaf;00:00:28.419;;;1;2;yuksek;Height;1;vert;flat H;1;gesture slightly before;Ikinci ses bir kadin galiba, yuksek tonda söyluyor;;
bi15_2t_AG_PC.eaf;00:01:00.400;;;2;;;;;;;;;;;
bi15_2t_AG_PC.eaf;00:01:00.802;;;2;;koyu;Brightness;1;vert;flat H;1;;;;
bi15_2t_AG_PC.eaf;00:01:00.803;;;2;1;;;;;;;;Koyu bir ses;;
bi15_2t_AG_PC.eaf;00:01:02.421;;;2;2;;Brightness;;;;;;Ilki ikincisinden daha acik;;
bi15_2t_AG_PC.eaf;00:01:04.053;;;2;2;acik;Brightness;1;none;narrow grip;1;"Participant is probably refering to ""light"" because she is contrasting this sound to a ""dark"" sound ";Ilki ikincisinden daha acik;acik = 1. light, 2. open;
bi15_2t_AG_PC.eaf;00:01:30.400;;;3;;;;;;;;;;;
bi15_2t_AG_PC.eaf;00:01:30.770;;;3;1;;;;;;;;Orta tonda;;
bi15_2t_AG_PC.eaf;00:01:37.570;;;3;2;;;;;;;;Ikincisiyse cok tiz bir kadin sesi, baya yuksek ve acik sesle söyliyor;;
bi15_2t_AG_PC.eaf;00:01:42.288;;;3;2;yuksek;Height;1;vert;flat H;2;;Ikincisiyse cok tiz bir kadin sesi, baya yuksek ve acik sesle söyliyor;;
bi15_2t_AG_PC.eaf;00:02:18.208;;;4;1;;;;;;;;Ikincisiyse erkek sesi, baya koyu;;
bi15_2t_AG_PC.eaf;00:02:20.444;;;4;1;koyu;Brightness;1;none;open;2;gesture starts slightly before;Ikincisiyse erkek sesi, baya koyu;;
bi15_2t_AG_PC.eaf;00:02:48.525;;;5;;;;;;;;;;;
bi15_2t_AG_PC.eaf;00:02:49.233;;;5;1;;;;;;;;Ilk ses orta tonlarda bir kadin sesi;;
bi15_2t_AG_PC.eaf;00:02:54.130;;;5;2;;;;;;;;Orta tondan biraz daha acik bir tiz bir kadin sesi;;
bi15_2t_AG_PC.eaf;00:02:55.293;;;5;2;acik;Brightness;1;none;open;2;;Orta tondan biraz daha acik bir tiz bir kadin sesi;;
bi15_2t_AG_PC.eaf;00:03:15.225;;;6;;;;;;;;;;;
bi15_2t_AG_PC.eaf;00:03:15.925;;;6;1;;;;;;;;Bu iki seste acik sesler, tiz sesler;;
bi15_2t_AG_PC.eaf;00:03:17.971;;;6;1;acik;Brightness;1;none;open;2;;Bu iki seste acik sesler, tiz sesler;;
bi15_2t_AG_PC.eaf;00:03:24.304;;;6;2;;;;;;;;Ikinci ses ilk sesten daha acik ve daha tiz;;
bi15_2t_AG_PC.eaf;00:03:25.784;;;6;2;acik;Brightness;1;none;open;1;;Ikinci ses ilk sesten daha acik ve daha tiz;;
bi15_2t_AG_PC.eaf;00:04:22.225;;;7;;;;;;;;;;;
bi15_2t_AG_PC.eaf;00:04:23.515;;;7;1;;;;;;;;Ikiside kadin sesi, orta tonlarda, ne acik ne koyu;;
bi15_2t_AG_PC.eaf;00:04:32.810;;;7;2;;;;;;;;Ilki ikincisinden bir tik daha koyu bir renk;;
bi15_2t_AG_PC.eaf;00:04:34.874;;;7;2;koyu;Thickness;1;none;open;1;;Ilki ikincisinden bir tik daha koyu bir renk;;
bi15_2t_AG_PC.eaf;00:05:21.725;;;8;;;;;;;;;;;
bi15_2t_AG_PC.eaf;00:05:22.006;;;8;1;;;;;;;;Ilki biraz orta ton;;
bi15_2t_AG_PC.eaf;00:05:23.961;;;8;2;;;;;;;;Ikincisi hafif tiz, hafif acik;;
bi15_2t_AG_PC.eaf;00:05:25.629;;;8;2;acik;Brightness;1;none;open;1;;Ikincisi hafif tiz, hafif acik;;
bi15_2t_AG_PC.eaf;00:05:51.625;;;9;;;;;;;;;;;
bi15_2t_AG_PC.eaf;00:05:52.950;;;9;1;;;;;;;;Orta ton;;
